,Date_,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,Return_AAPL
21,2022-02-02,172.58970642089844,172.62897543344508,170.1261075578704,171.51985796847407,84914300,0.007044156456521566
22,2022-02-03,169.7040252685547,172.9822984461671,168.93844437078735,171.25482156772748,89418100,-0.016719891424500033
23,2022-02-04,169.41903686523438,171.09957339010344,167.73850034036528,168.72126637937606,82465400,-0.0016793261259968606
24,2022-02-07,168.70166015625,170.95218829836574,168.00388951197547,169.8809766716415,77251200,-0.0042343335333384635
25,2022-02-08,171.81700134277344,172.32804392038554,168.4755875609354,168.7704203940124,74829200,0.018466571008477484
26,2022-02-09,173.24200439453125,173.60562304759242,171.88578239754793,173.01597239364082,71285000,0.008293725537177554
27,2022-02-10,169.1536865234375,172.45578102776864,168.59351767675065,171.13887812913805,90865900,-0.023598883454287733
28,2022-02-11,165.73365783691406,170.0971412814251,165.1439922378864,169.3600667805501,98670700,-0.020218469705356235
29,2022-02-14,165.9695281982422,166.65746140454794,163.68950386212114,164.4855419291192,86185500,0.001423189256826829
30,2022-02-15,169.81210327148438,169.96934940522857,167.31588463051588,168.02347723654816,62527400,0.023152292562116816
31,2022-02-16,169.5762939453125,170.35267256794222,167.11937868964532,168.8883606728898,61177400,-0.0013886485216833
32,2022-02-17,165.9695281982422,168.9473080022522,165.56659053604196,168.08246911671398,69589300,-0.021269280411526648
33,2022-02-18,164.41677856445312,167.60093126737578,163.32590754694263,166.89335344125396,82772700,-0.009355630823595362
34,2022-02-22,161.4881134033203,163.81726398261975,159.35549802549073,162.1367275547911,91162800,-0.0178124470428348
35,2022-02-23,157.31137084960938,163.28657531432245,156.9968785115613,162.68708741626082,90009200,-0.025864086623387683
36,2022-02-24,159.9353485107422,160.04345337346268,149.3804359903009,149.9504420850254,141147500,0.016680152534182424
37,2022-02-25,162.00901794433594,162.27435402769208,158.09759757776467,161.0164144612621,91974200,0.012965673022899527
38,2022-02-28,162.2743377685547,162.569170605232,159.63069449285575,160.249841950296,95056600,0.0016376855287765224
39,2022-03-01,160.3874053955078,163.72881873455478,159.1786074354802,161.86155436972356,83474400,-0.011628039275921265
40,2022-03-02,163.6894989013672,164.47571468295504,160.14171312084568,161.55689852854007,79724800,0.020588234454672838
41,2022-03-03,163.3651885986328,165.99900928641364,162.69691491410015,165.5665898454482,76678400,-0.001981252950928658
42,2022-03-04,160.35792541503906,162.69691327903544,159.30637359945834,161.65518372489828,83737200,-0.018408225212424023
43,2022-03-07,156.5546417236328,162.17606497919274,156.29911294194886,160.54466966467405,96418800,-0.023717466296490075
44,2022-03-08,154.72669982910156,160.0729499038518,153.1149639973743,156.08292186895503,131148300,-0.01167606322243786
45,2022-03-09,160.1417236328125,160.5938026105418,156.66273844037977,158.69705635061237,91454900,0.03499734570498769
46,2022-03-10,155.78807067871094,157.6258383019349,153.29183663849042,157.43911036241218,105342000,-0.027186250124820788
47,2022-03-11,152.0634002685547,156.5349891936971,151.83736825574178,156.19101504721644,96970100,-0.023908572677800333
48,2022-03-14,148.02420043945312,151.4638812144724,147.51317294986788,148.8398979655987,108732100,-0.026562603637483084
49,2022-03-15,152.41720581054688,152.88894438184133,147.78838542286357,148.29941304803273,92964300,0.029677615944229574
50,2022-03-16,156.8396453857422,157.24258310394316,151.79806526213048,154.34342597712845,102300200,0.029015356577867912
51,2022-03-17,157.8518829345703,158.22533884354678,154.9134219533723,155.8765285127207,75615400,0.0064539647889316765
52,2022-03-18,161.1539764404297,161.6453594768953,157.00670241299437,157.74377696769278,123511700,0.020918936438839353
53,2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400,0.008537704375381816
54,2022-03-22,165.91061401367188,166.50026479635423,162.06799418052364,162.657644963206,81532000,0.02080080874561352
55,2022-03-23,167.276611328125,169.66472556538113,164.76071771343146,165.0948695579846,98062700,0.008233332885746236
56,2022-03-24,171.07009887695312,171.1388847047802,167.27662120536306,168.11196337652208,90131400,0.022677931593119816
57,2022-03-25,171.70889282226562,172.25923943454524,169.77284242104022,170.8833729038462,80546200,0.003734106366373169
58,2022-03-28,172.57374572753906,172.70149513268552,169.03578151152723,169.20284996119702,90371900,0.0050367391639327685
59,2022-03-29,175.8758544921875,175.92498080797162,173.30099672304345,173.64497090846976,100589400,0.0191344792959518
60,2022-03-30,174.70631408691406,176.51459990792134,173.6547472805492,175.4728703587719,92633200,-0.0066498065277368346
61,2022-03-31,171.60079956054688,174.96185802360853,171.3944120690703,174.77513005413485,103049300,-0.0177756284459315
62,2022-04-01,171.30593872070312,171.86612253758457,168.97678810398756,171.0307654409147,78751300,-0.0017182952561926035
63,2022-04-04,175.36477661132812,175.41391791306214,171.4337124057241,171.56147679106857,76468400,0.02369350368665568
64,2022-04-05,172.0430450439453,175.22721286513178,171.4140752886788,174.44099692209318,73401800,-0.018941840154964362
65,2022-04-06,168.8686981201172,170.6376800716011,167.19799877542366,169.3895629453013,89058800,-0.0184508878171582
66,2022-04-07,169.17335510253906,170.37233093887772,166.9228273416991,168.21024852764788,77594700,0.0018041057094262403
67,2022-04-08,167.15866088867188,168.81953778376487,166.28399977180155,168.81953778376487,76575500,-0.011909051591759479
68,2022-04-11,162.89344787597656,166.11691882734104,162.64775640105051,165.80244153726082,72246700,-0.0255159558590623
69,2022-04-12,164.77056884765625,166.94247354315863,163.76814322121325,165.12436524547022,79265200,0.011523612497347901
70,2022-04-13,167.4633331298828,168.09230281785548,163.89590247589382,164.5052126435429,70618900,0.016342507652056693
71,2022-04-14,162.44139099121094,168.318342665353,162.1956994829688,167.67953574643167,75329400,-0.029988308752799675
72,2022-04-18,162.22520446777344,163.72883537462482,160.75105534373716,161.09501447518673,69023900,-0.0013308586076389295
73,2022-04-19,164.51502990722656,164.92780484237912,161.0851860080734,162.17605691767423,67723800,0.014115102810106306
74,2022-04-20,164.34796142578125,165.9695343967265,163.23744599263426,165.851592274227,67929800,-0.0010155210836330086
75,2022-04-21,163.5519256591797,168.57386081804293,163.05072036783037,165.9990185433864,87227800,-0.004843599882199068
76,2022-04-22,159.00172424316406,164.97694406303006,158.7167286660117,163.5912552281569,84882400,-0.02782114241502498
77,2022-04-25,160.0729522705078,160.35794785043367,155.72912776950562,158.3432742820327,96046400,0.006737210130536075
78,2022-04-26,154.0977325439453,159.54225031873102,154.0191094538627,159.453804965821,95623200,-0.03732810347912463
79,2022-04-27,153.8717041015625,157.03619732481974,152.7022099776654,153.2230748402012,88063200,-0.0014667862962769451
80,2022-04-28,160.8198699951172,161.684709101551,156.1910343178655,156.50552671868616,130216800,0.045155579020354386
81,2022-04-29,154.93309020996094,163.33574447827155,154.5399897161662,159.0508831142893,131747600,-0.03660480378037234
82,2022-05-02,155.2377471923828,155.50308325510557,150.6285715632027,154.00928950852122,123055300,0.001966377757062876
83,2022-05-03,156.7314910888672,157.94030386230273,153.62596244863536,155.42441072947057,88966500,0.009622298207105473
84,2022-05-04,163.15882873535156,163.61089273431188,156.5153204398764,156.91825813151257,108256500,0.041008591201624256
85,2022-05-05,154.06825256347656,161.25227067537543,152.27961098375334,161.02623866112972,130525300,-0.05571611565452084
86,2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600,0.004727138718296775
87,2022-05-09,149.6589813232422,153.36945750408893,149.0979893908198,152.48365942752434,131577900,-0.033189196339741156
88,2022-05-10,152.07029724121094,154.2650965784608,150.5152434800802,153.0643590542694,115366700,0.016112069564075515
89,2022-05-11,144.186767578125,152.9954442320576,143.5076602631258,151.07623770131187,142689800,-0.05184135104688614
90,2022-05-12,140.30897521972656,143.89149901958908,136.60835102555794,140.51566592761506,182602000,-0.02689423186005835
91,2022-05-13,144.78712463378906,145.7614978791984,140.8502848803236,142.3069113841073,113990900,0.031916343249244195
92,2022-05-16,143.24191284179688,145.19065940090803,141.90338667799685,143.25176455295096,86643800,-0.010672301117247152
93,2022-05-17,146.8834991455078,147.40512922042456,144.36390904477065,146.5094945567554,78336300,0.025422631068414248
94,2022-05-18,138.59645080566406,145.03317719827086,137.69096444615863,144.5312355358542,109742900,-0.05641919199946566
95,2022-05-19,135.18124389648438,139.4231864175674,134.4430864271214,137.6712938917074,136095600,-0.024641373493527574
96,2022-05-20,135.41744995117188,138.47834364409812,130.51608836864122,136.89376494741566,137426100,0.001747328607720089
97,2022-05-23,140.8502960205078,140.99792151579808,135.47650272414663,135.61429152570187,117726300,0.04011924660592037
98,2022-05-24,138.1437225341797,139.72830130754187,135.16156729888525,138.5866140509143,104132700,-0.019215958807314415
99,2022-05-25,138.3012237548828,139.5511599163244,136.15563767475544,136.24421298990842,92482700,0.0011401257893868255
100,2022-05-26,141.5097198486328,142.06087507401406,134.97456571452705,135.22061822713323,90601500,0.02319933263523799
101,2022-05-27,147.2771759033203,147.31653769335475,142.96633152872457,143.09428362757757,90978500,0.04075660711403217
102,2022-05-31,146.48983764648438,148.28110735892756,144.5214173125584,146.71621679774168,103718400,-0.005345962482012689
103,2022-06-01,146.36187744140625,149.3440325752995,145.34812731297455,147.5330747402819,74286600,-0.0008735090920567457
104,2022-06-02,148.8223876953125,148.88143788729292,144.54106856251593,145.49575338046964,72348100,0.01681114165053854
105,2022-06-03,143.08448791503906,145.63358880417184,142.1790163063923,144.58047665044347,88570300,-0.03855535359384754
106,2022-06-06,143.83245849609375,146.2240967666152,142.61203260738884,144.70840485443364,71598400,0.005227474983164004
107,2022-06-07,146.36187744140625,146.64729173693155,141.82466868695218,142.07072118986648,67808200,0.017585870197589504
108,2022-06-08,145.6237335205078,147.5035634046079,145.1316284687619,146.23393897895934,53950200,-0.005043279942852252
109,2022-06-09,140.38771057128906,145.61386314826538,140.2794468730643,144.75760527366657,69473000,-0.035955835100748734
110,2022-06-10,134.96473693847656,138.53740941897706,134.89583502233484,138.06499277205677,91437900,-0.038628549541440904
111,2022-06-13,129.79763793945312,133.0652077917095,129.36458307542827,130.77199636565416,122207100,-0.038284807692981704
112,2022-06-14,130.66371154785156,131.77587363104502,129.40392397478837,131.02787945261767,84784300,0.006672491288342464
113,2022-06-15,133.2915496826172,135.1713943388265,130.07319387777778,132.1695509120254,91533000,0.02011146096828309
114,2022-06-16,128.00636291503906,130.29957424502024,127.00246441029934,129.99447151756362,108123900,-0.039651326585689595
115,2022-06-17,129.482666015625,130.97866943008026,127.76029850473763,128.01620271778103,134520300,0.011533044662520364
116,2022-06-21,133.72463989257812,134.8958524756881,131.21491580632122,131.31332781915805,81000500,0.03276094018979525
117,2022-06-22,133.2128448486328,135.5847798082292,131.7955798825567,132.6616745701608,73409200,-0.003827230676085147
118,2022-06-23,136.0867156982422,136.40165507690898,133.48840199836928,134.65961425641447,72433800,0.021573526583527958
119,2022-06-24,139.4231719970703,139.66922446140885,137.56301596738504,137.69095303670267,89116800,0.02451713439999792
120,2022-06-27,139.4231719970703,141.22427783817045,138.74406479263988,140.44674364086436,70207900,0.0
121,2022-06-28,135.2698211669922,141.15539260379745,135.15172077587945,139.8857683457784,67083400,-0.029789530467470682
122,2022-06-29,137.03155517578125,138.4488199898158,134.51197995876558,135.28951427489562,66242400,0.013023851096943373
123,2022-06-30,134.5612030029297,136.1851436237319,131.65778627775248,135.08283314259847,98964500,-0.018027615388898188
124,2022-07-01,136.73629760742188,136.84456131567046,133.51794149629842,133.89193111018585,71051600,0.016164351655245213
125,2022-07-05,139.32473754882812,139.3739510426325,134.76784134740907,135.59458899691316,73353800,0.018930159633529176
126,2022-07-06,140.6632843017578,141.84433323860637,138.85234159739986,139.11808248899268,74064300,0.009607387578681514
127,2022-07-07,144.03915405273438,144.23599306904134,141.0176218390398,141.02745853360616,66253700,0.023999651136642486
128,2022-07-08,144.71823120117188,145.22018791054785,142.7104494172261,142.96633860975416,64547800,0.004714531634842034
129,2022-07-11,142.58248901367188,144.32454481016836,141.50970378477396,143.36985996820178,63141600,-0.014757934572397602
130,2022-07-12,143.556884765625,146.10598530220875,142.75967699315206,143.45845774918337,77588800,0.006833908979241521
131,2022-07-13,143.19273376464844,144.13756705664937,139.87593549444708,140.732208499025,71185600,-0.002536632092365987
132,2022-07-14,146.1256561279297,146.59807271073137,140.98807885917248,141.80497494021958,78140700,0.020482340731770687
133,2022-07-15,147.79881286621094,148.47792016432717,145.85991797831633,147.4149715696043,76259900,0.011450123014786984
134,2022-07-18,144.74778747558594,149.17673295190042,144.3836195242813,148.35983676190435,81420900,-0.02064309808351994
135,2022-07-19,148.61570739746094,148.8420714884981,144.59029217223815,145.58433884840355,82982400,0.02672178959921845
136,2022-07-20,150.62347412109375,151.2927446518588,147.99563553153246,148.7337929449323,64823400,0.013509788156262692
137,2022-07-21,152.89703369140625,153.11356109876007,149.54087389527504,152.06044916137068,65086600,0.015094324331442976
138,2022-07-22,151.6569061279297,153.81232830048907,150.98765057695607,152.93638205415488,66675400,-0.00811086738268263
139,2022-07-25,150.53489685058594,152.5918918778492,149.87547803878698,151.57815691157683,53623900,-0.007398339488722594
140,2022-07-26,149.20626831054688,150.6727318576423,148.41889716817153,149.85583561149025,55138700,-0.008826050090948723
141,2022-07-27,154.31430053710938,154.8457824202778,149.75741782188803,150.1707842766552,78620700,0.03423470263280781
142,2022-07-28,154.86544799804688,155.1508622874104,151.97186822338708,154.50128008945563,81378700,0.0035715903128819004
143,2022-07-29,159.94395446777344,161.0462798301135,156.981487908036,158.6940186370959,101786900,0.0327930247539181
144,2022-08-01,158.9597625732422,161.00692131549803,158.34955713719083,158.4676575395611,67829400,-0.006153354766088137
145,2022-08-02,157.48345947265625,159.84557282503414,157.10946983070068,157.57204979903847,59907000,-0.009287275450639343
146,2022-08-03,163.50682067871094,163.95954889245084,158.21176579536746,158.30034109572696,82507500,0.038247579944105325
147,2022-08-04,163.19186401367188,164.55007867195602,161.8336493553877,163.3887030177202,55474100,-0.0019262601017602243
148,2022-08-05,162.9652099609375,163.45799860304652,160.64909732753878,160.85607517425956,56697000,-0.001388880837315476
149,2022-08-08,162.49208068847656,165.3896795729415,161.8317458807269,163.97044623861484,60276900,-0.0029032532316213278
150,2022-08-09,162.54136657714844,163.4283949524473,160.89545469517256,161.65435324056202,63135500,0.00030331255814464164
151,2022-08-10,166.79910278320312,166.8976514870886,164.49284053929043,165.26158960768942,70170500,0.02619478533812991
152,2022-08-11,166.05990600585938,168.52384897861626,165.76422984138568,167.6072543726192,57149200,-0.004431659193661952
153,2022-08-12,169.61782836914062,169.68681094741032,166.95675811414395,167.37071373861576,68039400,0.021425535211104574
154,2022-08-15,170.69212341308594,170.8892358519702,168.8786649134066,169.04621123839397,54091700,0.006333621024833036
155,2022-08-16,170.53440856933594,171.20460883381332,169.1841727217911,170.28801428832625,56377100,-0.0009239725922696174
156,2022-08-17,172.03248596191406,173.60940030005358,170.0810475130616,170.27815992548992,79542000,0.008784604849812583
157,2022-08-18,171.63824462890625,172.37742744821887,170.62310142681395,171.2440198074247,62290100,-0.0022916679416880026
158,2022-08-19,169.04620361328125,171.23418617524862,168.83922578662404,170.53441975425127,70346300,-0.015101768380521352
159,2022-08-22,165.15316772460938,167.41013274664442,164.72936173644348,167.24258643834608,69026800,-0.02302941920883228
160,2022-08-23,164.8180389404297,166.27670374105745,164.24640247078557,164.6702084046216,54147100,-0.0020291998560906244
161,2022-08-24,165.11375427246094,165.68539087789364,163.8522166048561,164.90679147316692,53841500,0.0017941927590712226
162,2022-08-25,167.5776824951172,167.68609658373745,165.92192009296824,166.34571105112042,51218200,0.014922610375574186
163,2022-08-26,161.26011657714844,168.58296208169574,161.20098435870386,168.10988929542629,78961000,-0.03769932740389115
164,2022-08-29,159.05242919921875,160.55049548789057,157.5149314068537,158.82573564976346,73314000,-0.013690225610580531
165,2022-08-30,156.6180877685547,160.21543879278465,155.44524840968555,159.79164778477147,77906200,-0.015305276649468569
166,2022-08-31,154.9524383544922,158.2639781293564,154.87359037905333,157.99786809208942,87991100,-0.01063510248269628
167,2022-09-01,155.6817626953125,156.13511973195193,152.43920566957192,154.3807937267726,74229900,0.004706762594802072
168,2022-09-02,153.5627899169922,158.04716944145756,152.734908630889,157.44596671349123,76957800,-0.013610924886991338
169,2022-09-06,152.30123901367188,154.8243141649417,151.47335779942037,154.2132611313819,73714800,-0.00821521218781085
170,2022-09-07,153.71060180664062,154.41035308350388,151.39448974668554,152.587044582361,87449600,0.009253784158920864
171,2022-09-08,152.2322540283203,154.10484460794962,150.47791285622748,152.4096506976959,84923800,-0.009617734632123787
172,2022-09-09,155.10028076171875,155.54380253729465,152.51807328330133,153.2276900777651,68028800,0.018839809945038866
173,2022-09-12,161.07286071777344,161.8908915280311,157.0024374583422,157.28824820471496,104956000,0.03850786037731546
174,2022-09-13,151.62118530273438,158.2245492067868,151.15796283866058,157.59378043168627,122656600,-0.05867950300826885
175,2022-09-14,153.06997680664062,154.83416823515125,151.39449874644285,152.55747250443096,87965400,0.009555336881277743
176,2022-09-15,150.1724090576172,153.00102614754542,149.1966971510488,152.41952410853062,90481100,-0.01892969352627305
177,2022-09-16,148.52650451660156,149.16713882112455,146.23010747285983,149.02915859285633,162278800,-0.010960099470630036
178,2022-09-19,152.25193786621094,152.3307858345421,146.94954358467322,147.15650634266927,81474200,0.025082616478010245
179,2022-09-20,154.63705444335938,155.80004334278618,150.8721574135687,151.18753429290712,107689800,0.015665590931553952
180,2022-09-21,151.50291442871094,156.4505157277147,151.38464998799563,155.07069875161233,101696800,-0.020267716725013152
181,2022-09-22,150.53704833984375,152.24209247430875,148.73344048207258,150.18223999013938,86652500,-0.006375231080598565
182,2022-09-23,148.2603759765625,149.28538472080464,146.4173513628068,149.00942429859677,96029900,-0.015123668149395142
183,2022-09-26,148.5955047607422,151.5522368801937,147.4817975166926,147.50151327499646,93339400,0.002260406949410765
184,2022-09-27,149.57118225097656,152.48849721993565,147.78729002305445,150.5370586818527,84442700,0.006565996002404928
185,2022-09-28,147.67884826660156,148.46731284335547,142.75096346027843,145.51058195956156,146691400,-0.012651728467317436
186,2022-09-29,140.42503356933594,144.603886261403,138.65099162276434,143.99283321708396,128138200,-0.049118846621626244
187,2022-09-30,136.20675659179688,141.03609356030535,136.0096441732016,139.2423359620473,124925300,-0.030039351747466414
188,2022-10-03,140.39544677734375,141.00651477037042,135.7041054662748,136.21660973950978,114311700,0.030752440556969685
189,2022-10-04,143.9928436279297,144.1111080866803,142.17937004103229,142.93826874168496,87830100,0.02562331566415499
190,2022-10-05,144.2884979248047,145.2543744211321,140.94739177527688,141.99211625326663,79471000,0.0020532568801749917
191,2022-10-06,143.33250427246094,145.4120730459556,143.12554145428032,143.70702847126705,68402200,-0.006625570756457422
192,2022-10-07,138.06948852539062,141.03608513942643,137.43871980031912,140.4841493461153,85925600,-0.03671892690206435
193,2022-10-10,138.3947296142578,139.84352910239818,136.57142106787293,138.3947296142578,74899000,0.0023556333288463627
194,2022-10-11,136.9755096435547,139.31133774176766,136.22647641502994,137.88223882715224,77033700,-0.01025487007098369
195,2022-10-12,136.34474182128906,138.33561191162715,136.16734514961954,137.123356205743,70433700,-0.0046049678800761384
196,2022-10-13,140.92770385742188,141.51904121552016,132.43201728601596,133.04308543971524,113224000,0.03361304568781853
197,2022-10-14,136.38417053222656,142.43561361849277,136.19690846794035,142.22863580040965,88598000,-0.03224017138455659
198,2022-10-17,140.3560333251953,140.83895646188824,138.24689900930798,139.03536366842835,85250900,0.029122608419063
199,2022-10-18,141.67672729492188,144.58417712557898,138.5820153837327,143.39163709489873,99136600,0.0094095988497096
200,2022-10-19,141.7851104736328,142.8593858144363,139.45914810857732,139.6464101482739,61758300,0.0007650034044428544
201,2022-10-20,141.32192993164062,143.7858732075523,140.5925973080329,140.95727113919492,64522000,-0.003266778439886542
202,2022-10-21,145.14596557617188,145.71760218486398,140.5925884624425,140.80941666017796,86548600,0.027059039219043957
203,2022-10-24,147.2944793701172,148.06322822559991,143.89424173414176,145.0670807681687,75981900,0.014802435502885514
204,2022-10-25,150.14283752441406,150.2906831379681,147.20582147413825,147.92528866954444,74732300,0.019337847327866253
205,2022-10-26,147.19593811035156,149.79786091510002,145.90481954516318,148.78271775892205,88194300,-0.01962730598842799
206,2022-10-27,142.71156311035156,146.90026566861184,142.05122827640076,145.9344043483702,109180200,-0.030465344747747758
207,2022-10-28,153.4938201904297,155.2284308931388,145.68804947016358,146.06255863265773,164762400,0.07555279225510803
208,2022-10-31,151.12838745117188,152.01541585586838,149.72886978727786,150.9509907934603,97943200,-0.015410605692940393
209,2022-11-01,148.4771728515625,153.2079455809234,146.97910660092256,152.8432868939365,80379300,-0.01754279685188831
210,2022-11-02,142.93824768066406,149.97526767506156,142.9086815703328,146.80170816398885,93604600,-0.03730489384005098
211,2022-11-03,136.876953125,140.74041357111363,136.74882328898968,140.01108109963562,97918500,-0.04240498714665575
212,2022-11-04,136.61041259765625,140.8455457973991,132.6615642734104,140.27296098274414,140814800,-0.0019473002668340955
213,2022-11-07,137.1435089111328,137.37056348588823,133.93506945075268,135.35665734492238,83374600,0.003902310983033397
214,2022-11-08,137.7161102294922,139.6214226601732,135.73181901039476,138.61447700110722,89908500,0.004175198103837374
215,2022-11-09,133.14527893066406,136.77822695953947,132.86886077303504,136.72886334632145,74917800,-0.03319024398243042
216,2022-11-10,144.9918212890625,144.9918212890625,137.71607368602153,139.43382798502273,118854000,0.0889745581183361
217,2022-11-11,147.78562927246094,148.0916625737545,142.52378765132767,143.95525706239889,93979700,0.019268728115557465
218,2022-11-14,146.3837890625,148.35821299381362,145.54465286622803,147.06496772898868,73374100,-0.009485632783526432
219,2022-11-15,148.1212921142578,151.6258979697989,146.66022247085542,150.2734222564666,89868300,0.011869504559797628
220,2022-11-16,146.88729858398438,147.95348958195228,145.40648026408388,147.22296218487898,64218300,-0.00833096655220611
221,2022-11-17,148.79258728027344,149.54286294425333,144.28102140876982,144.5574395514813,80389400,0.012971092222787917
222,2022-11-18,149.35531616210938,150.74728887735557,148.0522039867333,150.36227675012384,74829600,0.003781968524923629
223,2022-11-21,146.1172637939453,148.4470850528785,145.83097890062086,148.2397789385964,58724100,-0.021680194929583174
224,2022-11-22,148.25949096679688,148.49642726977405,145.0510519659885,146.23571841721474,51804100,0.014661013471156448
225,2022-11-23,149.1381378173828,149.88841358362208,147.4302500541231,147.53884398667913,58301400,0.005926412163270722
226,2022-11-25,146.21597290039062,146.97613037369675,145.23862757756845,146.41341229167975,35195900,-0.019593679790814722
227,2022-11-28,142.37571716308594,144.76476841756258,141.54646269068775,143.28395040385445,69246000,-0.02626426963571793
228,2022-11-29,139.36474609375,142.95819794116494,138.55523991340186,142.44484337334484,83763800,-0.02114806604195707
229,2022-11-30,146.1370086669922,146.8181874388057,138.75266623992653,139.59178750228543,111380900,0.048593799817111094
230,2022-12-01,146.41342163085938,147.22294276953917,144.73516410236186,146.3147094607483,71250400,0.0018914644988872187
231,2022-12-02,145.9198455810547,146.10741832557784,143.78746342805067,144.09351189018338,65447400,-0.0033711120490654833
232,2022-12-05,144.75489807128906,148.9900308557214,143.90589516228567,145.88031913079033,68826400,-0.007983475483590241
233,2022-12-06,141.08245849609375,145.41631820372012,140.10511327657744,145.1892636809204,64727200,-0.025370053961052852
234,2022-12-07,139.13766479492188,141.536582777895,138.20968308402922,140.37167982245785,69721100,-0.013784801611078534
235,2022-12-08,140.8258056640625,141.68469046865562,139.2956388988772,140.5395207716393,62128300,0.01213288200307816
236,2022-12-09,140.34207153320312,143.70846830830249,139.0981746838461,140.51976247530513,76097000,-0.0034349821652240875
237,2022-12-12,142.64227294921875,142.65213964669184,139.25612782207975,140.87515496362036,70462700,0.016389963400756935
238,2022-12-13,143.6097412109375,148.05219553159674,142.39547458111565,147.5882046530128,93886200,0.006782479286930432
239,2022-12-14,141.378662109375,144.78454109797417,139.35487413932952,143.49129555982842,82291200,-0.015535708669549342
240,2022-12-15,134.7544403076172,139.98666700994897,134.29044945457875,139.3054883080985,98931900,-0.046854466600010025
241,2022-12-16,132.7898712158203,135.88971607194347,132.0198471158932,134.9420010552602,160156900,-0.014578882056221376
242,2022-12-19,130.67726135253906,133.47107341378072,129.64070069453433,133.38222793972224,79592600,-0.01590942022865338
243,2022-12-20,130.608154296875,131.54600271059752,128.22896969448558,129.70978773625592,77432800,-0.0005288376489436253
244,2022-12-21,133.71786499023438,135.06047393891612,131.05239555108,131.27945009767515,85928000,0.023809468176779758
245,2022-12-22,130.5390167236328,132.83922210681123,128.6337051126469,132.63191605711015,77852100,-0.023772801538775035
246,2022-12-23,130.1737823486328,130.72661868998517,127.9821703785141,129.24580060550824,63814900,-0.00279789433203137
247,2022-12-27,128.36715698242188,129.72951416992888,127.07391185568756,129.69989901921417,69007800,-0.013878565511543761
248,2022-12-28,124.42820739746094,129.3543934066322,124.26038315698912,128.01178441919723,85438400,-0.030685026275843463
249,2022-12-29,127.9525375366211,128.81140708653544,126.096581838728,126.35325151497662,75703700,0.028324205683542436
250,2022-12-30,128.26844787597656,128.28819633379305,125.80042540883515,126.767896482437,77034200,0.0024689650196663138
251,2023-01-03,123.47061157226562,129.22605213593528,122.58211921528644,128.6139854814398,112117500,-0.037404649258327316
252,2023-01-04,124.74412536621094,127.01471627825023,123.48049504473305,125.26734659008874,89113600,0.010314307005760082
253,2023-01-05,123.42124938964844,126.13608257581905,123.16457967496471,125.50426745503847,80962700,-0.01060471563433496
254,2023-01-06,127.96241760253906,128.62384785031838,123.29290895151364,124.3985891287467,87754700,0.036794054794842435
